# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2233831	2234532	-	BAE50856.1			hypothetical protein			amb2052	702	233	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2234575	2235177	-							amb2053	603		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2234575	2235177	-	BAE50857.1			hypothetical protein			amb2053	603	200	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2236835	2239387	+							amb2054	2553		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2236835	2239387	+	BAE50858.1			hypothetical protein			amb2054	2553	850	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2239810	2240250	+							amb2055	441		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2239810	2240250	+	BAE50859.1			hypothetical protein			amb2055	441	146	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2240314	2240565	-							amb2056	252		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2240314	2240565	-	BAE50860.1			hypothetical protein			amb2056	252	83	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2240558	2241946	-							amb2057	1389		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2240558	2241946	-	BAE50861.1			Site-specific DNA methylase			amb2057	1389	462	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2241946	2242347	-							amb2058	402		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2241946	2242347	-	BAE50862.1			hypothetical protein			amb2058	402	133	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2242348	2243085	-							amb2059	738		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2242348	2243085	-	BAE50863.1			hypothetical protein			amb2059	738	245	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2243104	2243328	-							amb2060	225		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2243104	2243328	-	BAE50864.1			hypothetical protein			amb2060	225	74	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2243540	2243737	-							amb2061	198		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2243540	2243737	-	BAE50865.1			hypothetical protein			amb2061	198	65	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2244435	2244986	+							amb2062	552		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2244435	2244986	+	BAE50866.1			Site-specific recombinase			amb2062	552	183	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2245053	2245379	+							amb2063	327		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2245053	2245379	+	BAE50867.1			Phage-related protein			amb2063	327	108	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2245376	2245657	+							amb2064	282		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2245376	2245657	+	BAE50868.1			Predicted transcriptional regulator			amb2064	282	93	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2245654	2245914	+							amb2065	261		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2245654	2245914	+	BAE50869.1			hypothetical protein			amb2065	261	86	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2245935	2247212	-							amb2066	1278		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2245935	2247212	-	BAE50870.1			Nucleotidyltransferase/DNA polymerase involved in DNA repair			amb2066	1278	425	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2247219	2247689	-							amb2067	471		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2247219	2247689	-	BAE50871.1			SOS-response transcriptional repressors			amb2067	471	156	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2248036	2248806	+							amb2068	771		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2248036	2248806	+	BAE50872.1			Bacteriophage protein gp37			amb2068	771	256	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2249930	2250916	+							amb2069	987		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2249930	2250916	+	BAE50873.1			Predicted transcriptional regulator			amb2069	987	328	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2251096	2251287	+							amb2070	192		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2251096	2251287	+	BAE50874.1			hypothetical protein			amb2070	192	63	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2251290	2251931	+							amb2071	642		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2251290	2251931	+	BAE50875.1			Predicted hydrolase of HD superfamily			amb2071	642	213	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2251934	2252257	+							amb2072	324		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2251934	2252257	+	BAE50876.1			hypothetical protein			amb2072	324	107	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2252243	2253163	-							amb2073	921		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2252243	2253163	-	BAE50877.1			DNA polymerase III epsilon subunit and related 3'-5' exonuclease			amb2073	921	306	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2254013	2254474	-							amb2074	462		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2254013	2254474	-	BAE50878.1			Predicted transcriptional regulator			amb2074	462	153	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2256051	2256233	-							amb2075	183		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2256051	2256233	-	BAE50879.1			hypothetical protein			amb2075	183	60	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2256270	2256401	-							amb2076	132		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2256270	2256401	-	BAE50880.1			hypothetical protein			amb2076	132	43	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2256609	2256836	+							amb2077	228		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2256609	2256836	+	BAE50881.1			hypothetical protein			amb2077	228	75	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2257145	2257375	+							amb2078	231		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2257145	2257375	+	BAE50882.1			hypothetical protein			amb2078	231	76	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2257465	2257743	+							amb2079	279		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2257465	2257743	+	BAE50883.1			Bacterial nucleoid DNA-binding protein			amb2079	279	92	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2257733	2258146	+							amb2080	414		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2257733	2258146	+	BAE50884.1			Transcriptional regulatory protein ros			amb2080	414	137	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2258146	2258673	+							amb2081	528		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2258146	2258673	+	BAE50885.1			Predicted transcriptional regulator			amb2081	528	175	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2258736	2259068	-							amb2082	333		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2258736	2259068	-	BAE50886.1			DNA repair protein			amb2082	333	110	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2259998	2260978	+							amb2083	981		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2259998	2260978	+	BAE50887.1			Predicted nucleoside-diphosphate-sugar epimerase			amb2083	981	326	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2260975	2261775	+							amb2084	801		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2260975	2261775	+	BAE50888.1			Putative protease ydgD precursor			amb2084	801	266	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2261760	2262278	-							amb2085	519		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2261760	2262278	-	BAE50889.1			Predicted phosphatase homologous to the C-terminal domain of histone macroH2A1			amb2085	519	172	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2262278	2262739	-							amb2086	462		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2262278	2262739	-	BAE50890.1			Lactoylglutathione lyase and related lyase			amb2086	462	153	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2262739	2264064	-							amb2087	1326		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2262739	2264064	-	BAE50891.1			hypothetical protein			amb2087	1326	441	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2264249	2264968	-							amb2088	720		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2264249	2264968	-	BAE50892.1			Dehydrogenase with different specificities			amb2088	720	239	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2264968	2266431	-							amb2089	1464		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2264968	2266431	-	BAE50893.1			Glutamine phosphoribosylpyrophosphate amidotransferase			amb2089	1464	487	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2266477	2267202	-							amb2090	726		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2266477	2267202	-	BAE50894.1			Uncharacterized membrane protein			amb2090	726	241	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2267224	2268480	-							amb2091	1257		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2267224	2268480	-	BAE50895.1			Predicted ATP-dependent serine protease			amb2091	1257	418	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2268691	2269344	-							amb2092	654		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2268691	2269344	-	BAE50896.1			hypothetical protein			amb2092	654	217	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2269415	2270188	-							amb2093	774		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2269415	2270188	-	BAE50897.1			ABC-type transport system involved in resistance to organic solvents			amb2093	774	257	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2270191	2270967	-							amb2094	777		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2270191	2270967	-	BAE50898.1			ABC-type transport system involved in resistance to organic solvents			amb2094	777	258	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2270964	2272193	-							amb2095	1230		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2270964	2272193	-	BAE50899.1			Alanine racemase			amb2095	1230	409	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2272144	2272740	-							amb2096	597		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2272144	2272740	-	BAE50900.1			hypothetical protein			amb2096	597	198	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2272755	2274218	-							amb2097	1464		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2272755	2274218	-	BAE50901.1			Replicative DNA helicase			amb2097	1464	487	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2274409	2274972	-							amb2098	564		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2274409	2274972	-	BAE50902.1			Ribosomal protein L9			amb2098	564	187	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2274974	2275186	-							amb2099	213		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2274974	2275186	-	BAE50903.1			hypothetical protein			amb2099	213	70	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2275183	2275926	-							amb2100	744		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2275183	2275926	-	BAE50904.1			hypothetical protein			amb2100	744	247	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2275949	2276227	-							amb2101	279		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2275949	2276227	-	BAE50905.1			Ribosomal protein S18			amb2101	279	92	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2276010	2276306	-							amb2102	297		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2276010	2276306	-	BAE50906.1			hypothetical protein			amb2102	297	98	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2276227	2276661	-							amb2103	435		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2276227	2276661	-	BAE50907.1			Ribosomal protein S6			amb2103	435	144	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2276817	2278985	-							amb2104	2169		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2276817	2278985	-	BAE50908.1			Methyl-accepting chemotaxis protein			amb2104	2169	722	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2279286	2280227	+							amb2105	942		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2279286	2280227	+	BAE50909.1			S-malonyltransferase			amb2105	942	313	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2280244	2280981	+							amb2106	738		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2280244	2280981	+	BAE50910.1			Dehydrogenase with different specificities			amb2106	738	245	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2281124	2281357	+							amb2107	234		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2281124	2281357	+	BAE50911.1			Acyl carrier protein			amb2107	234	77	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2281370	2282692	+							amb2108	1323		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2281370	2282692	+	BAE50912.1			3-oxoacyl-(acyl-carrier-protein) synthase			amb2108	1323	440	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2282762	2283736	+							amb2109	975		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2282762	2283736	+	BAE50913.1			Predicted periplasmic solute-binding protein			amb2109	975	324	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2283793	2285082	-							amb2110	1290		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2283793	2285082	-	BAE50914.1			ADP-glucose pyrophosphorylase			amb2110	1290	429	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2285254	2286738	+							amb2111	1485		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2285254	2286738	+	BAE50915.1			Glycogen synthase			amb2111	1485	494	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2286735	2287700	+							amb2112	966		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2286735	2287700	+	BAE50916.1			Glucokinase			amb2112	966	321	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2287781	2288320	+							amb2113	540		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2287781	2288320	+	BAE50917.1			hypothetical protein			amb2113	540	179	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2288474	2289091	+							amb2114	618		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2288474	2289091	+	BAE50918.1			Phosphoribosylformylglycinamidine synthase			amb2114	618	205	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2289791	2291293	+							amb2115	1503		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2289791	2291293	+	BAE50919.1			Phosphoribosylformylglycinamidine synthase			amb2115	1503	500	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2291468	2291725	+							amb2116	258		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2291468	2291725	+	BAE50920.1			Stress-induced morphogen			amb2116	258	85	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2291809	2292138	+							amb2117	330		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2291809	2292138	+	BAE50921.1			Glutaredoxin-related protein			amb2117	330	109	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2292412	2292855	-							amb2118	444		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2292412	2292855	-	BAE50922.1			hypothetical protein			amb2118	444	147	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2293112	2293384	-							amb2119	273		
