# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2381088	2384606	+	ABK44424.1			Tetratricopeptide TPR_2 repeat protein			Mmc1_1916	3519	1172	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2384943	2386160	+							Mmc1_1917	1218		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2384943	2386160	+	ABK44425.1			6-phosphofructokinase			Mmc1_1917	1218	405	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2386464	2390312	+							Mmc1_1918	3849		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2386464	2390312	+	ABK44426.1			FAD linked oxidase domain protein			Mmc1_1918	3849	1282	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2390397	2393054	+							Mmc1_1919	2658		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2390397	2393054	+	ABK44427.1			alanyl aminopeptidase, Metallo peptidase, MEROPS family M01			Mmc1_1919	2658	885	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2393127	2393483	+							Mmc1_1920	357		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2393127	2393483	+	ABK44428.1			type IV pilus assembly PilZ			Mmc1_1920	357	118	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2393723	2395870	-							Mmc1_1921	2148		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2393723	2395870	-	ABK44429.1			serine/threonine protein kinase			Mmc1_1921	2148	715	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2395955	2396566	-							Mmc1_1922	612		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2395955	2396566	-	ABK44430.1			hypothetical protein			Mmc1_1922	612	203	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2397189	2398295	-							Mmc1_1923	1107		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2397189	2398295	-	ABK44431.1			glycosyl transferase, group 1			Mmc1_1923	1107	368	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2398376	2398708	+							Mmc1_1924	333		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2398376	2398708	+	ABK44432.1			hypothetical protein			Mmc1_1924	333	110	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2398703	2399101	-							Mmc1_1925	399		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2398703	2399101	-	ABK44433.1			protein of unknown function DUF454			Mmc1_1925	399	132	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2399136	2400386	-							Mmc1_1926	1251		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2399136	2400386	-	ABK44434.1			Uncharacterized conserved protein UCP033563			Mmc1_1926	1251	416	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2400589	2400816	+							Mmc1_1927	228		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2400589	2400816	+	ABK44435.1			hypothetical protein			Mmc1_1927	228	75	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2400964	2401827	+							Mmc1_1928	864		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2400964	2401827	+	ABK44436.1			phosphonate ABC transporter, periplasmic phosphonate-binding protein			Mmc1_1928	864	287	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2401983	2404358	+							Mmc1_1929	2376		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2401983	2404358	+	ABK44437.1			PAS/PAC sensor hybrid histidine kinase			Mmc1_1929	2376	791	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2404353	2405246	-							Mmc1_1930	894		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2404353	2405246	-	ABK44438.1			hypothetical protein			Mmc1_1930	894	297	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2405413	2406456	+							Mmc1_1931	1044		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2405413	2406456	+	ABK44439.1			glycosyl transferase, family 2			Mmc1_1931	1044	347	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2406706	2407071	+							Mmc1_1932	366		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2406706	2407071	+	ABK44440.1			protein of unknown function DUF805			Mmc1_1932	366	121	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2407084	2408019	-							Mmc1_1933	936		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2407084	2408019	-	ABK44441.1			Protein of unknown function DUF1722			Mmc1_1933	936	311	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2408021	2408842	-							Mmc1_1934	822		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2408021	2408842	-	ABK44442.1			hypothetical protein			Mmc1_1934	822	273	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2408956	2410599	-							Mmc1_1935	1644		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2408956	2410599	-	ABK44443.1			glucose-6-phosphate isomerase			Mmc1_1935	1644	547	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2410757	2411605	-							Mmc1_1936	849		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2410757	2411605	-	ABK44444.1			Endonuclease IV			Mmc1_1936	849	282	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2411606	2411926	-							Mmc1_1937	321		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2411606	2411926	-	ABK44445.1			hypothetical protein			Mmc1_1937	321	106	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2412032	2412364	-							Mmc1_1938	333		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2412032	2412364	-	ABK44446.1			hypothetical protein			Mmc1_1938	333	110	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2412412	2413593	-							Mmc1_1939	1182		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2412412	2413593	-	ABK44447.1			Polynucleotide adenylyltransferase region			Mmc1_1939	1182	393	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2413598	2414428	-							Mmc1_1940	831		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2413598	2414428	-	ABK44448.1			hypothetical protein			Mmc1_1940	831	276	
gene	tRNA	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2414541	2414627	-							Mmc1_R0026	87		
tRNA		GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2414541	2414627	-				tRNA-Leu			Mmc1_R0026	87		
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2414853	2415218	+							Mmc1_1941	366		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2414853	2415218	+	ABK44449.1			nitrogen fixation-related protein			Mmc1_1941	366	121	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2415302	2416492	-							Mmc1_1942	1191		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2415302	2416492	-	ABK44450.1			Cystathionine gamma-synthase			Mmc1_1942	1191	396	
gene	tRNA	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2416637	2416723	+							Mmc1_R0027	87		
tRNA		GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2416637	2416723	+				tRNA-Leu			Mmc1_R0027	87		
gene	tRNA	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2416959	2417034	-							Mmc1_R0028	76		
tRNA		GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2416959	2417034	-				tRNA-Phe			Mmc1_R0028	76		
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2417125	2418024	+							Mmc1_1943	900		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2417125	2418024	+	ABK44451.1			[LSU ribosomal protein L11P]-lysine N-methyltransferase			Mmc1_1943	900	299	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2418152	2419210	+							Mmc1_1944	1059		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2418152	2419210	+	ABK44452.1			methylthioribose-1-phosphate isomerase			Mmc1_1944	1059	352	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2419435	2420187	+							Mmc1_1945	753		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2419435	2420187	+	ABK44453.1			MotA/TolQ/ExbB proton channel			Mmc1_1945	753	250	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2420239	2421012	+							Mmc1_1946	774		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2420239	2421012	+	ABK44454.1			OmpA/MotB domain protein			Mmc1_1946	774	257	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2421194	2421787	+							Mmc1_1947	594		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2421194	2421787	+	ABK44455.1			type IV pilus assembly PilZ			Mmc1_1947	594	197	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2421821	2423386	+							Mmc1_1948	1566		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2421821	2423386	+	ABK44456.1			hypothetical protein			Mmc1_1948	1566	521	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2423617	2427411	-							Mmc1_1949	3795		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2423617	2427411	-	ABK44457.1			ammonium transporter / diguanylate cyclase/phosphodiesterase			Mmc1_1949	3795	1264	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2427648	2427980	-							Mmc1_1950	333		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2427648	2427980	-	ABK44458.1			Thioredoxin domain			Mmc1_1950	333	110	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2427988	2430105	-							Mmc1_1951	2118		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2427988	2430105	-	ABK44459.1			serine/threonine protein kinase			Mmc1_1951	2118	705	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2430454	2431611	+							Mmc1_1952	1158		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2430454	2431611	+	ABK44460.1			protein of unknown function DUF898, transmembrane			Mmc1_1952	1158	385	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2431749	2432852	+							Mmc1_1953	1104		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2431749	2432852	+	ABK44461.1			peptidase M48, Ste24p			Mmc1_1953	1104	367	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2432858	2433337	-							Mmc1_1954	480		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2432858	2433337	-	ABK44462.1			protein of unknown function DUF583			Mmc1_1954	480	159	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2433259	2434140	-							Mmc1_1955	882		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2433259	2434140	-	ABK44463.1			peptidase M23B			Mmc1_1955	882	293	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2434538	2434957	+							Mmc1_1956	420		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2434538	2434957	+	ABK44464.1			protein of unknown function UPF0047			Mmc1_1956	420	139	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2435476	2436459	+							Mmc1_1957	984		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2435476	2436459	+	ABK44465.1			glycosyl transferase, family 2			Mmc1_1957	984	327	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2436702	2438108	+							Mmc1_1958	1407		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2436702	2438108	+	ABK44466.1			hypothetical protein			Mmc1_1958	1407	468	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2438142	2438756	+							Mmc1_1959	615		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2438142	2438756	+	ABK44467.1			Methyltransferase type 12			Mmc1_1959	615	204	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2438774	2439724	+							Mmc1_1960	951		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2438774	2439724	+	ABK44468.1			conserved hypothetical protein			Mmc1_1960	951	316	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2440208	2440447	+							Mmc1_1961	240		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2440208	2440447	+	ABK44469.1			hypothetical protein			Mmc1_1961	240	79	
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2440641	2441239	+							Mmc1_1962	599		pseudo
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2441382	2442377	-							Mmc1_1963	996		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2441382	2442377	-	ABK44470.1			putative transposase			Mmc1_1963	996	331	
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2442993	2443189	+							Mmc1_1964	197		pseudo
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2443564	2443824	+							Mmc1_1965	261		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2443564	2443824	+	ABK44471.1			hypothetical protein			Mmc1_1965	261	86	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2443821	2445419	+							Mmc1_1966	1599		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2443821	2445419	+	ABK44472.1			transposase IS66			Mmc1_1966	1599	532	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2445344	2446024	-							Mmc1_1967	681		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2445344	2446024	-	ABK44473.1			protein of unknown function DUF1568			Mmc1_1967	681	226	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2446371	2446907	-							Mmc1_1968	537		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2446371	2446907	-	ABK44474.1			hypothetical protein			Mmc1_1968	537	178	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2446904	2448310	-							Mmc1_1969	1407		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2446904	2448310	-	ABK44475.1			type I secretion membrane fusion protein, HlyD family			Mmc1_1969	1407	468	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2448313	2450508	-							Mmc1_1970	2196		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2448313	2450508	-	ABK44476.1			type I secretion system ATPase			Mmc1_1970	2196	731	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2451131	2452252	+							Mmc1_1971	1122		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2451131	2452252	+	ABK44477.1			Integrase, catalytic region			Mmc1_1971	1122	373	
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2452280	2452495	-							Mmc1_1972	216		pseudo
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2452534	2452692	-							Mmc1_1973	159		pseudo
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2452775	2453116	+							Mmc1_1974	342		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2452775	2453116	+	ABK44478.1			hypothetical protein			Mmc1_1974	342	113	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2453116	2453475	+							Mmc1_1975	360		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2453116	2453475	+	ABK44479.1			IS66 Orf2 family protein			Mmc1_1975	360	119	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2453511	2455091	+							Mmc1_1976	1581		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2453511	2455091	+	ABK44480.1			transposase IS66			Mmc1_1976	1581	526	
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2455111	2455566	-							Mmc1_1977	456		pseudo
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2455582	2455797	-							Mmc1_1978	216		pseudo
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2455836	2457089	-							Mmc1_1979	1254		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2455836	2457089	-	ABK44481.1			RNA-directed DNA polymerase (Reverse transcriptase)			Mmc1_1979	1254	417	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2457511	2458320	-							Mmc1_1980	810		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2457511	2458320	-	ABK44482.1			Integrase, catalytic region			Mmc1_1980	810	269	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2458573	2460471	-							Mmc1_1981	1899		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2458573	2460471	-	ABK44483.1			transposase, IS4 family			Mmc1_1981	1899	632	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2460760	2461668	+							Mmc1_1982	909		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2460760	2461668	+	ABK44484.1			transposase IS66			Mmc1_1982	909	302	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2461745	2462062	-							Mmc1_1983	318		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2461745	2462062	-	ABK44485.1			reverse transcriptase/retron type			Mmc1_1983	318	105	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2462215	2463795	-							Mmc1_1984	1581		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2462215	2463795	-	ABK44486.1			transposase IS66			Mmc1_1984	1581	526	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2463831	2464034	-							Mmc1_1985	204		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2463831	2464034	-	ABK44487.1			hypothetical protein			Mmc1_1985	204	67	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2464162	2465463	-							Mmc1_1986	1302		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2464162	2465463	-	ABK44488.1			RNA-directed DNA polymerase (Reverse transcriptase)			Mmc1_1986	1302	433	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2465921	2466181	-							Mmc1_1987	261		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2465921	2466181	-	ABK44489.1			IS66 Orf2 family protein			Mmc1_1987	261	86	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2466354	2466647	+							Mmc1_1988	294		
